chrom	length	bases	mean	min	max
TE_00003919#DNA/DTC	93	6701	72.05	0	95
TE_00003920_INT#LTR/Copia	5917	941708	159.15	1	979
TE_00003921_INT#LTR/Copia	676	10137	15.00	0	65
TE_00003922_INT#LTR/Copia	8513	8808606	1034.72	9	5402
TE_00003923#DNA/DTT	475	9093	19.14	0	82
TE_00003924_INT#LTR/Gypsy	593	788375	1329.47	0	2836
TE_00003925_INT#LTR/unknown	3927	340425	86.69	0	415
TE_00003926#MITE/DTT	260	93472	359.51	114	500
TE_00003927_INT#LTR/Gypsy	4743	74493	15.71	3	44
TE_00003928#MITE/DTM	348	9488	27.26	4	121
TE_00003929#DNA/DTA	2684	39126	14.58	0	59
TE_00003930_INT#LTR/Copia	3858	615760	159.61	1	478
TE_00003931_LTR#LTR/Gypsy	913	6964342	7627.98	202	29424
TE_00003932#MITE/DTA	132	686	5.20	1	21
TE_00003933#DNA/DTM	1520	128372	84.46	5	456
TE_00003934#MITE/DTT	104	2162	20.79	3	43
TE_00003935_INT#LTR/unknown	635	702850	1106.85	7	2614
TE_00003936#DNA/DTT	2139	22764	10.64	0	232
TE_00003937#DNA/DTT	2304	11116	4.82	0	27
TE_00003938#MITE/DTA	165	1493	9.05	4	16
TE_00003939#MITE/DTA	135	8790	65.11	2	129
TE_00003940#DNA/DTM	3719	163440	43.95	0	1656
TE_00003941_LTR#LTR/unknown	256	397630	1553.24	373	1958
TE_00003942_INT#LTR/unknown	4997	548268	109.72	1	354
TE_00003943_INT#LTR/unknown	982	1199034	1221.01	0	3560
TE_00003944_LTR#LTR/Gypsy	1184	1017551	859.42	189	2346
TE_00003945#DNA/DTC	4492	192338	42.82	0	178
TE_00003946_INT#LTR/Gypsy	851	242643	285.13	0	1052
TE_00003947#MITE/DTM	480	1199712	2499.40	3	5113
TE_00003948#MITE/DTA	155	903	5.83	1	11
TE_00003949#MITE/DTT	85	1242	14.61	1	30
TE_00003950#MITE/DTM	358	14539	40.61	1	115
TE_00003952#MITE/DTT	258	4381	16.98	1	38
TE_00003953#MITE/DTT	357	17522	49.08	0	385
TE_00003954_INT#LTR/Gypsy	166	195167	1175.70	0	3793
TE_00003955#MITE/DTT	257	113658	442.25	224	511
TE_00003956#DNA/DTH	1761	1296419	736.18	13	1546
TE_00003957_LTR#LTR/Copia	83	12646	152.36	68	204
TE_00003958_INT#LTR/unknown	5136	1206004	234.81	2	1846
TE_00003959_LTR#LTR/unknown	3899	6808848	1746.31	23	9571
TE_00003960_LTR#LTR/Copia	493	27428	55.63	7	70
TE_00003961_INT#LTR/unknown	3811	14618864	3835.97	0	27674
TE_00003962_LTR#LTR/Copia	1463	778943	532.43	15	1433
TE_00003963_INT#LTR/unknown	566	113406	200.36	0	1205
TE_00003964_INT#LTR/unknown	1887	199476	105.71	3	438
TE_00003965#DNA/DTH	112	4694	41.91	2	146
TE_00003966_LTR#LTR/Copia	1724	19677655	11413.95	74	31528
TE_00003967_INT#LTR/Copia	4726	459383	97.20	16	192
TE_00003968_INT#LTR/unknown	1056	5282313	5002.19	0	17396
TE_00003969#MITE/DTA	156	1083	6.94	2	19
TE_00003970_LTR#LTR/Gypsy	312	64727	207.46	68	245
TE_00003971_INT#LTR/Gypsy	2144	10616197	4951.58	13	12925
TE_00003972_INT#LTR/unknown	2402	3148592	1310.82	0	3583
TE_00003973_INT#LTR/unknown	4365	3547617	812.74	17	1966
TE_00003974_INT#LTR/Gypsy	1097	164539	149.99	0	381
TE_00003975#DNA/DTM	2480	113023	45.57	1	96
TE_00003976_INT#LTR/Gypsy	110	36533	332.12	0	435
TE_00003977_INT#LTR/Gypsy	606	2082273	3436.09	86	10977
TE_00003978#DNA/DTT	678	31068	45.82	0	234
TE_00003979#DNA/DTT	1614	53980	33.44	0	176
TE_00003980_LTR#LTR/Gypsy	528	1249810	2367.06	411	7765
TE_00003981#DNA/DTM	140	2378	16.99	5	25
TE_00003982_INT#LTR/Gypsy	118	4237	35.91	0	86
TE_00003983_LTR#LTR/unknown	3929	4289653	1091.79	10	5559
TE_00003984_INT#LTR/Gypsy	12213	7818359	640.17	0	3741
TE_00003985#DNA/DTT	4078	226235	55.48	0	486
TE_00003986_INT#LTR/unknown	1819	13931187	7658.71	0	15496
TE_00003987_LTR#LTR/unknown	4124	4947269	1199.63	5	4620
TE_00003988_LTR#LTR/Gypsy	282	1233601	4374.47	10	5135
TE_00003989_LTR#LTR/Copia	362	975491	2694.73	141	3765
TE_00003990_INT#LTR/unknown	103	13620	132.23	0	268
TE_00003991#DNA/Helitron	1707	192169	112.58	2	202
TE_00003992_INT#LTR/Copia	957	7010	7.32	0	24
TE_00003993_INT#LTR/Gypsy	2504	5847082	2335.10	0	7009
TE_00003994_INT#LTR/unknown	276	253499	918.47	0	1830
TE_00003995_LTR#LTR/Copia	243	4921	20.25	3	27
TE_00003996_LTR#LTR/Gypsy	377	2507032	6649.95	481	25992
TE_00003997#DNA/DTM	1667	12706	7.62	0	34
TE_00003998_INT#LTR/Gypsy	4716	53790	11.41	2	40
TE_00003999_LTR#LTR/Copia	219	4029	18.40	1	33
TE_00004000_INT#LTR/unknown	1929	354976	184.02	19	525
TE_00004001_INT#LTR/Gypsy	6548	15568625	2377.62	7	15912
TE_00004002#DNA/Helitron	496	2056	4.15	0	26
TE_00004003#DNA/DTC	2778	156245	56.24	0	552
TE_00004004_INT#LTR/Gypsy	8970	1454951	162.20	1	1595
TE_00004005#DNA/DTT	2659	11783	4.43	0	26
TE_00004006#DNA/Helitron	4648	357819	76.98	1	1262
TE_00004007#DNA/Helitron	239	102289	427.99	2	1056
TE_00004008_INT#LTR/Gypsy	129	1609	12.47	0	38
TE_00004009_LTR#LTR/Copia	579	150325	259.63	86	381
TE_00004010#DNA/DTM	1011	9985	9.88	0	45
TE_00004011#MITE/DTH	401	19227	47.95	0	125
TE_00004012#MITE/DTT	96	362	3.77	0	12
TE_00004013#DNA/Helitron	2124	32951	15.51	0	146
TE_00004014#DNA/Helitron	800	109582	136.98	1	925
TE_00004015_INT#LTR/unknown	428	189035	441.67	6	1181
TE_00004016_INT#LTR/Copia	4730	2276936	481.38	3	827
TE_00004017_LTR#LTR/Copia	119	658	5.53	2	7
TE_00004018#DNA/DTM	724	23430	32.36	5	203
TE_00004019#MITE/DTM	156	6306	40.42	5	61
TE_00004020_INT#LTR/Gypsy	4849	627524	129.41	8	253
TE_00004021_INT#LTR/Gypsy	264	155025	587.22	0	1114
TE_00004022#DNA/DTC	1574	109241	69.40	9	272
TE_00004023#DNA/DTC	4448	10332634	2322.98	1	10295
TE_00004024_INT#LTR/Copia	86	415	4.83	0	10
TE_00004025#DNA/DTC	1240	51658	41.66	0	81
TE_00004026_LTR#LTR/unknown	4804	6205492	1291.73	62	4434
TE_00004027#DNA/DTT	1271	5880	4.63	0	16
TE_00004028#DNA/DTH	1209	17322	14.33	2	49
TE_00004029_INT#LTR/unknown	3696	30550	8.27	0	31
TE_00004030#DNA/DTT	1238	16904	13.65	1	138
TE_00004031_LTR#LTR/Gypsy	3136	8805767	2807.96	16	11256
TE_00004032_INT#LTR/Gypsy	4799	64489	13.44	2	51
TE_00004033#DNA/Helitron	465	14173	30.48	1	142
TE_00004034#DNA/DTT	2637	38391	14.56	0	382
TE_00004035#MITE/DTT	430	68562	159.45	2	866
TE_00004036#DNA/DTH	1655	265063	160.16	0	1032
TE_00004037#MITE/DTT	465	15222	32.74	1	124
TE_00004038_INT#LTR/Gypsy	492	2944496	5984.75	0	13086
TE_00004039_INT#LTR/Copia	6353	2094007	329.61	2	558
TE_00004040_LTR#LTR/Copia	1718	35287194	20539.69	779	39946
TE_00004041_INT#LTR/Gypsy	554	1495494	2699.45	0	6194
TE_00004042#DNA/DTC	4280	1912797	446.92	6	2395
TE_00004043#MITE/DTA	178	4430	24.89	12	34
TE_00004044_INT#LTR/unknown	5221	1281847	245.52	7	1275
TE_00004045_LTR#LTR/unknown	4992	1784345	357.44	3	931
TE_00004046_INT#LTR/unknown	3385	1207200	356.63	1	1685
TE_00004047#DNA/DTM	344	381239	1108.25	1	3064
TE_00004048_LTR#LTR/unknown	245	5938	24.24	3	31
TE_00004049#DNA/DTT	831	1978674	2381.08	2	8309
TE_00004050#DNA/DTT	2905	39017	13.43	0	165
TE_00004051_LTR#LTR/unknown	3885	1163560	299.50	2	2169
TE_00004052#DNA/DTH	1749	60113	34.37	0	370
TE_00004053_INT#LTR/unknown	2489	245005	98.44	1	497
TE_00004054_INT#LTR/Copia	1620	2182356	1347.13	0	2474
TE_00004055#DNA/DTM	1075	26353	24.51	1	87
TE_00004056#DNA/Helitron	2966	17263	5.82	0	130
TE_00004057#DNA/Helitron	1459	48557	33.28	0	848
TE_00004058_LTR#LTR/unknown	4163	6860509	1647.97	39	7785
TE_00004059_INT#LTR/Gypsy	528	107965	204.48	0	655
TE_00004060_INT#LTR/unknown	5459	1405114	257.39	1	1383
TE_00004061_LTR#LTR/unknown	1607	33190386	20653.63	1813	45205
TE_00004062_INT#LTR/unknown	1069	12420028	11618.36	0	26174
TE_00004063#DNA/Helitron	950	28596	30.10	0	59
TE_00004064_INT#LTR/Copia	149	1546	10.38	0	15
TE_00004065_LTR#LTR/Gypsy	1055	570375	540.64	62	664
TE_00004066_INT#LTR/Gypsy	2212	9518386	4303.07	0	11815
TE_00004067_LTR#LTR/Gypsy	1145	7365122	6432.42	857	9998
TE_00004068#DNA/DTT	1828	43140	23.60	0	263
TE_00004069#DNA/Helitron	1091	100463	92.08	2	264
TE_00004070_INT#LTR/Gypsy	4989	4078773	817.55	3	1382
TE_00004071#MITE/DTT	402	1203	2.99	0	30
TE_00004072#DNA/DTA	797	343777	431.34	286	528
TE_00004073_INT#LTR/Gypsy	783	1683909	2150.59	0	5464
TE_00004074_INT#LTR/unknown	4874	185979	38.16	1	167
TE_00004075#MITE/DTH	410	3156	7.70	0	13
TE_00004076_INT#LTR/Gypsy	6006	9632143	1603.75	27	3315
TE_00004077#MITE/DTA	179	572	3.20	2	6
TE_00004078_INT#LTR/unknown	928	5480103	5905.28	0	12128
TE_00004079_LTR#LTR/Gypsy	1036	2273034	2194.05	0	6209
TE_00004080_INT#LTR/Copia	5791	426754	73.69	0	902
TE_00004081#DNA/Helitron	2699	59297	21.97	2	96
TE_00004082#DNA/DTH	733	3134	4.28	0	25
TE_00004083#DNA/DTM	2279	5222397	2291.53	13	8061
TE_00004084#MITE/DTT	345	6909	20.03	0	66
TE_00004085#MITE/DTT	98	233648	2384.16	1886	2642
TE_00004086#DNA/DTT	1412	7402812	5242.78	10	9946
TE_00004087_INT#LTR/unknown	2166	5382630	2485.06	11	6096
TE_00004088#MITE/DTH	353	2042	5.78	0	28
TE_00004089_INT#LTR/unknown	677	60758	89.75	3	155
TE_00004090_LTR#LTR/Gypsy	1651	82666353	50070.47	5	107056
TE_00004091_INT#LTR/Gypsy	4872	35095	7.20	0	26
TE_00004092_INT#LTR/Gypsy	3149	171864	54.58	0	1900
TE_00004093#DNA/DTC	1067	158568	148.61	5	296
TE_00004094#MITE/DTT	95	9253	97.40	8	153
TE_00004095_LTR#LTR/unknown	4006	4020215	1003.55	7	9019
TE_00004096#DNA/DTC	4566	1856767	406.65	9	1462
TE_00004097#MITE/DTH	142	183	1.29	0	5
TE_00004098#MITE/DTA	332	1175	3.54	1	6
TE_00004099_INT#LTR/Copia	4227	276515	65.42	0	208
TE_00004100#MITE/DTT	335	2523	7.53	2	13
TE_00004101_INT#LTR/Gypsy	1893	2462153	1300.66	2	6351
TE_00004102#DNA/DTT	2223	8130669	3657.52	1	5790
TE_00004103_INT#LTR/Copia	4388	68116	15.52	3	30
TE_00004104#DNA/DTC	4177	765185	183.19	0	943
TE_00004105_LTR#LTR/unknown	4118	3720306	903.43	20	7306
TE_00004106#DNA/DTM	1078	27591	25.59	2	124
TE_00004107_LTR#LTR/unknown	374	12291728	32865.58	199	45302
TE_00004108#DNA/DTM	1078	22242	20.63	4	59
TE_00004109#DNA/DTH	1093	5775	5.28	0	28
TE_00004110#DNA/DTC	2010	21365	10.63	0	44
TE_00004111#MITE/DTT	407	3376	8.29	0	48
TE_00004112_INT#LTR/Copia	574	1235215	2151.94	0	5483
TE_00004113#DNA/DTM	4717	62624	13.28	0	214
TE_00004114#MITE/DTA	147	5077	34.54	21	45
TE_00004115_INT#LTR/Gypsy	4692	4169746	888.69	1	12515
TE_00004116_INT#LTR/unknown	1298	3786620	2917.27	15	14568
TE_00004117_INT#LTR/unknown	702	4072227	5800.89	10	20995
TE_00004118_INT#LTR/unknown	306	1257692	4110.10	307	8168
TE_00004119_LTR#LTR/Gypsy	952	327027	343.52	26	1173
TE_00004120#DNA/DTC	104	369	3.55	0	8
TE_00004121#MITE/DTC	245	23787	97.09	2	231
TE_00004122_LTR#LTR/Gypsy	1151	2675523	2324.52	165	6899
TE_00004123_LTR#LTR/Copia	214	3428	16.02	3	28
TE_00004124_INT#LTR/unknown	5811	240801	41.44	2	239
TE_00004125_LTR#LTR/Gypsy	1678	11024509	6570.03	487	33590
TE_00004126#DNA/DTA	2580	324218	125.67	2	1358
TE_00004127_INT#LTR/Gypsy	5645	29777465	5275.02	46	32326
TE_00004128_INT#LTR/unknown	810	2050126	2531.02	0	6371
TE_00004129#DNA/DTM	1246	2129683	1709.22	1	7067
TE_00004130#MITE/DTH	197	20447	103.79	22	176
TE_00004131#DNA/Helitron	225	6789	30.17	9	40
TE_00004132#MITE/DTT	445	1709	3.84	1	7
TE_00004133_INT#LTR/unknown	5489	5165414	941.05	0	5764
TE_00004134#DNA/Helitron	6503	1882832	289.53	0	1402
TE_00004135_LTR#LTR/Copia	894	37107	41.51	8	93
TE_00004136_INT#LTR/Gypsy	2209	1485796	672.61	0	2095
TE_00004137#MITE/DTM	442	23333	52.79	5	129
TE_00004138#MITE/DTT	315	4784	15.19	5	30
TE_00004139#DNA/DTH	899	27189	30.24	0	187
TE_00004140#DNA/Helitron	3556	55947	15.73	1	37
TE_00004141_LTR#LTR/unknown	4112	4315680	1049.53	2	10916
TE_00004142_INT#LTR/Gypsy	510	253344	496.75	0	1770
TE_00004143_INT#LTR/Copia	3578	474883	132.72	17	398
TE_00004144#DNA/DTC	939	40677	43.32	0	232
TE_00004145#DNA/Helitron	2197	20282	9.23	0	106
TE_00004146_LTR#LTR/Gypsy	4076	2096411	514.33	0	3753
TE_00004147#DNA/DTH	260	5789	22.27	0	55
TE_00004148#DNA/DTT	997	1111692	1115.04	2	5555
TE_00004149_INT#LTR/Gypsy	640	892614	1394.71	4	2246
TE_00004150_INT#LTR/unknown	102	678	6.65	0	18
TE_00004151#MITE/DTH	354	30672	86.64	3	168
TE_00004152_INT#LTR/Copia	6091	14521725	2384.13	15	7931
TE_00004153#DNA/Helitron	1720	52022	30.25	2	297
TE_00004154#MITE/DTM	236	3779	16.01	0	48
TE_00004155_INT#LTR/Gypsy	6004	3907460	650.81	0	1769
TE_00004156_INT#LTR/Gypsy	204	117717	577.04	0	869
TE_00004157#DNA/DTT	2212	44270	20.01	0	384
TE_00004158_INT#LTR/Gypsy	2320	2173501	936.85	0	4259
TE_00004159_INT#LTR/unknown	679	2828987	4166.40	138	11990
TE_00004160#DNA/DTT	857	19150	22.35	0	95
TE_00004161_INT#LTR/Gypsy	985	230405	233.91	0	1169
TE_00004162#MITE/DTT	149	50622	339.74	1	978
TE_00004163_INT#LTR/Gypsy	328	367874	1121.57	0	2063
TE_00004164_INT#LTR/unknown	2669	4170467	1562.56	11	8411
TE_00004165#MITE/DTT	139	29140	209.64	16	555
TE_00004166_INT#LTR/Gypsy	871	2332497	2677.95	1	10208
TE_00004167#DNA/Helitron	1136	141136	124.24	0	450
TE_00004168#DNA/DTC	103	80	0.78	0	2
TE_00004169_LTR#LTR/Copia	179	63588	355.24	208	445
TE_00004170#DNA/DTC	4597	152601	33.20	3	270
TE_00004171#DNA/DTT	1272	173409	136.33	0	404
TE_00004172_INT#LTR/unknown	5523	181508	32.86	0	193
TE_00004173_INT#LTR/Gypsy	2361	614988	260.48	0	837
TE_00004174#DNA/Helitron	3192	49954	15.65	0	152
TE_00004175_LTR#LTR/Copia	2355	31593768	13415.61	55	53434
TE_00004176#MITE/DTT	273	17287	63.32	0	137
TE_00004177#DNA/Helitron	5421	27743976	5117.87	0	13064
TE_00004178_LTR#LTR/unknown	320	5717	17.87	6	23
TE_00004179_INT#LTR/Gypsy	370	310223	838.44	122	1476
TE_00004180_INT#LTR/Gypsy	1051	501756	477.41	0	1407
TE_00004181#MITE/DTT	133	7579	56.98	3	85
TE_00004182_INT#LTR/unknown	1486	1784281	1200.73	3	3891
TE_00004183#MITE/DTM	212	35670	168.25	19	447
TE_00004184#DNA/DTT	3907	126253	32.31	0	998
TE_00004185#DNA/Helitron	1706	11958	7.01	0	26
TE_00004186_LTR#LTR/Copia	517	225382	435.94	67	575
TE_00004187#DNA/DTT	1170	18959	16.20	0	193
TE_00004188#MITE/DTT	90	281	3.12	0	6
TE_00004189_INT#LTR/Gypsy	1416	631163	445.74	0	2847
TE_00004190_INT#LTR/Gypsy	3189	914022	286.62	1	1129
TE_00004191#MITE/DTA	538	9857	18.32	1	47
TE_00004192_LTR#LTR/Copia	393	28458	72.41	32	109
TE_00004193#MITE/DTH	456	1991	4.37	1	29
TE_00004194#MITE/DTT	344	3986	11.59	2	72
TE_00004195_LTR#LTR/Gypsy	4293	7041447	1640.22	132	3729
TE_00004196#DNA/DTM	1948	5653	2.90	0	12
TE_00004197_INT#LTR/Gypsy	4477	39821	8.89	0	26
TE_00004198_INT#LTR/unknown	5598	783464	139.95	0	702
TE_00004199_INT#LTR/Gypsy	4784	5650234	1181.07	86	5574
TE_00004200_INT#LTR/unknown	1665	2563033	1539.36	9	2724
TE_00004201_LTR#LTR/unknown	1504	13193913	8772.55	763	38249
TE_00004202#DNA/Helitron	2621	39158	14.94	0	81
TE_00004203#DNA/DTA	648	15322	23.65	4	66
TE_00004204_LTR#LTR/unknown	637	1899459	2981.88	260	9159
TE_00004205_INT#LTR/Gypsy	1696	264471	155.94	2	935
TE_00004206#DNA/DTT	2076	30368	14.63	0	478
TE_00004207_INT#LTR/unknown	1697	3684075	2170.93	0	7030
TE_00004208_INT#LTR/unknown	4986	1119951	224.62	3	1382
TE_00004209#DNA/Helitron	789	6523	8.27	0	57
TE_00004210#DNA/DTH	1349	197439	146.36	2	411
TE_00004211_INT#LTR/Gypsy	2401	1291294	537.82	0	1715
TE_00004212_INT#LTR/unknown	3754	21593517	5752.14	0	29157
TE_00004213#DNA/DTT	683	4644	6.80	1	44
TE_00004214_INT#LTR/Copia	4593	102000	22.21	3	122
TE_00004215#MITE/DTH	333	4201	12.62	0	41
TE_00004216#DNA/Helitron	2723	66914	24.57	0	584
TE_00004217_INT#LTR/Copia	159	11614	73.04	0	172
TE_00004218#MITE/DTT	236	17890	75.81	9	127
TE_00004219_LTR#LTR/unknown	4103	7949146	1937.40	24	11738
TE_00004220_INT#LTR/Gypsy	3704	1858923	501.87	3	1735
TE_00004221#DNA/DTM	1138	27180	23.88	4	43
TE_00004222_INT#LTR/unknown	5226	1522802	291.39	4	1549
TE_00004223#DNA/DTC	1250	216099	172.88	0	566
TE_00004224#DNA/DTM	1385	37869	27.34	7	112
TE_00004225#MITE/DTM	111	8441	76.05	3	156
TE_00004226#DNA/Helitron	251	1939	7.73	1	29
TE_00004227#DNA/DTM	925	44450	48.05	4	129
TE_00004228_INT#LTR/Copia	6736	13880494	2060.64	0	6435
TE_00004229#DNA/DTM	1119	12633	11.29	1	29
TE_00004230#MITE/DTA	163	6803	41.74	3	123
TE_00004231#DNA/DTC	3595	133399	37.11	0	142
TE_00004232#DNA/Helitron	11324	1008341	89.04	0	687
TE_00004233#DNA/DTA	703	41555	59.11	5	175
TE_00004234#MITE/DTT	327	5653	17.29	6	45
TE_00004235#DNA/DTH	1789	542495	303.24	22	672
TE_00004236#DNA/Helitron	1996	191188	95.79	0	889
TE_00004237_LTR#LTR/Gypsy	4058	22618405	5573.78	323	10761
TE_00004238#DNA/Helitron	691	163137	236.09	0	875
TE_00004239_INT#LTR/Gypsy	2063	10142318	4916.30	0	22851
TE_00004240#DNA/Helitron	7317	281704	38.50	1	423
TE_00004241_INT#LTR/Gypsy	1485	1105189	744.24	0	3120
TE_00004242#DNA/Helitron	13568	1351784	99.63	2	568
TE_00004243_INT#LTR/Gypsy	4410	5232894	1186.60	10	2458
TE_00004244_INT#LTR/Gypsy	784	403695	514.92	0	1006
TE_00004245#DNA/DTC	1120	413911	369.56	0	1027
TE_00004246_INT#LTR/unknown	196	34914	178.13	0	304
TE_00004247#DNA/Helitron	7777	58307194	7497.39	0	48357
TE_00004248#MITE/DTT	96	1388	14.46	0	30
TE_00004249_LTR#LTR/unknown	3899	1113772	285.66	7	1777
TE_00004250#MITE/DTT	314	156417	498.14	68	1285
TE_00004251#MITE/DTH	449	19033	42.39	3	52
TE_00004252_LTR#LTR/unknown	1089	424187	389.52	26	1396
TE_00004253#DNA/DTH	2223	1003525	451.43	12	1231
TE_00004254_INT#LTR/unknown	5350	256932	48.02	1	249
TE_00004255#DNA/DTA	785	178058	226.83	1	644
TE_00004256_LTR#LTR/unknown	3859	6330273	1640.39	40	13759
TE_00004257_INT#LTR/Gypsy	3106	54312	17.49	0	240
TE_00004258_INT#LTR/unknown	5537	520009	93.92	1	1002
TE_00004259#DNA/DTT	2240	53410	23.84	0	191
TE_00004260#MITE/DTT	284	34219	120.49	0	299
TE_00004261_INT#LTR/Gypsy	633	221333	349.66	0	792
TE_00004262_INT#LTR/Gypsy	8186	5349546	653.50	0	3552
TE_00004263#DNA/DTC	3483	556698	159.83	0	845
TE_00004264_INT#LTR/Copia	4433	309370	69.79	2	195
TE_00004265#DNA/DTC	3495	703764	201.36	4	519
TE_00004266#DNA/DTM	800	11447	14.31	5	33
TE_00004267_INT#LTR/Gypsy	122	2048	16.79	0	42
TE_00004268_INT#LTR/Copia	4606	457673	99.36	10	270
TE_00004269#DNA/DTH	3162	1192211	377.04	4	1196
TE_00004270_INT#LTR/unknown	2849	5254505	1844.33	1	13701
TE_00004271_INT#LTR/Gypsy	6548	17391954	2656.07	1	17347
TE_00004272_INT#LTR/Copia	160	2407761	15048.51	38	18079
TE_00004273_INT#LTR/Gypsy	81	165	2.04	0	4
TE_00004274_LTR#LTR/unknown	3917	2177018	555.79	8	5368
TE_00004275#DNA/DTC	3355	52346	15.60	2	88
TE_00004276#DNA/DTC	4514	10618007	2352.24	0	8189
TE_00004277_INT#LTR/unknown	536	462451	862.78	0	1462
TE_00004278_LTR#LTR/Gypsy	2573	9881683	3840.53	18	27403
TE_00004279#DNA/DTT	1827	22476	12.30	1	191
TE_00004280#DNA/Helitron	383	196554	513.20	0	945
TE_00004281_LTR#LTR/unknown	4105	4226656	1029.64	6	14051
TE_00004282#DNA/DTT	1117	8876	7.95	0	146
TE_00004283#DNA/DTH	827	31808	38.46	0	126
TE_00004284#DNA/Helitron	1217	23003	18.90	6	61
TE_00004285_LTR#LTR/unknown	3922	3031747	773.01	2	6012
TE_00004286_INT#LTR/unknown	369	1710756	4636.20	0	8881
TE_00004287#DNA/Helitron	603	2850	4.73	0	13
TE_00004288#DNA/DTH	868	58114	66.95	2	270
TE_00004289_LTR#LTR/unknown	795	1431730	1800.92	252	4496
TE_00004290_INT#LTR/unknown	5384	700374	130.08	0	697
TE_00004291_LTR#LTR/Gypsy	618	926468	1499.14	49	4167
TE_00004292#DNA/DTA	710	75198	105.91	4	238
TE_00004293#DNA/DTT	2671	73271	27.43	3	307
TE_00004294#MITE/DTH	185	2407	13.01	2	37
TE_00004295#DNA/DTC	984	1356176	1378.23	0	3980
TE_00004296_INT#LTR/unknown	2950	7016178	2378.37	0	9281
TE_00004297_INT#LTR/unknown	1622	2238805	1380.27	1	9791
TE_00004298#DNA/DTT	3504	18216	5.20	0	25
TE_00004299_INT#LTR/Gypsy	2751	285889	103.92	0	926
TE_00004300_INT#LTR/unknown	230	12794	55.63	0	237
TE_00004301_INT#LTR/Copia	4467	50134	11.22	1	47
TE_00004302#MITE/DTA	173	9412	54.40	32	78
TE_00004303_INT#LTR/Gypsy	1278	874336	684.14	0	1991
TE_00004304_INT#LTR/Gypsy	3657	2196567	600.65	0	2031
TE_00004305#DNA/DTT	3045	44437	14.59	0	585
TE_00004306_INT#LTR/Copia	790	2990424	3785.35	4	15422
TE_00004307#DNA/DTT	831	105916	127.46	1	420
TE_00004308#DNA/Helitron	767	909568	1185.88	246	1949
TE_00004309#DNA/DTA	1640	53948	32.90	15	80
TE_00004310#DNA/DTC	256	1008	3.94	0	13
TE_00004311_LTR#LTR/Gypsy	916	159679	174.32	0	549
TE_00004312_INT#LTR/Copia	685	209019	305.14	1	967
TE_00004313#DNA/DTC	3770	1791724	475.26	2	1323
TE_00004314_INT#LTR/unknown	1737	2497513	1437.83	0	6650
TE_00004315_INT#LTR/Copia	2530	775257	306.43	7	900
TE_00004316_INT#LTR/Gypsy	3397	1891983	556.96	0	2173
TE_00004317#DNA/Helitron	2767	67871	24.53	8	97
TE_00004318_INT#LTR/Gypsy	1438	6163254	4285.99	907	6658
TE_00004319#DNA/DTC	3172	231461	72.97	7	286
TE_00004320_INT#LTR/Gypsy	7575	19995446	2639.66	4	10429
TE_00004321_INT#LTR/Gypsy	4478	3621207	808.67	2	2429
TE_00004322_INT#LTR/Gypsy	954	5212035	5463.35	15	26612
TE_00004323_INT#LTR/Gypsy	468	644508	1377.15	0	4574
TE_00004324_LTR#LTR/Gypsy	253	16051	63.44	21	148
TE_00004325#DNA/DTC	4461	1433609	321.36	2	1828
TE_00004326#MITE/DTH	305	441262	1446.76	399	3283
TE_00004327_LTR#LTR/Copia	1599	2908903	1819.20	205	7157
TE_00004328_INT#LTR/unknown	5070	356820	70.38	2	405
TE_00004329#DNA/DTT	1381	1052731	762.30	12	3321
TE_00004330_LTR#LTR/unknown	3112	13261238	4261.32	21	21578
TE_00004331_LTR#LTR/Gypsy	2875	641056	222.98	4	514
TE_00004332_LTR#LTR/unknown	899	620391	690.09	1	3097
TE_00004333#DNA/DTT	2066	602579	291.66	1	2077
TE_00004334#MITE/DTM	364	291214	800.04	26	1136
TE_00004335_INT#LTR/unknown	285	673439	2362.94	0	10481
TE_00004336#DNA/DTA	754	6936	9.20	0	34
TE_00004337_INT#LTR/Copia	5490	1926094	350.84	44	844
TE_00004338#DNA/DTC	3180	1857502	584.12	1	1919
TE_00004339#MITE/DTT	237	1266387	5343.41	1359	11959
TE_00004340_INT#LTR/Gypsy	2920	772620	264.60	1	916
TE_00004341_LTR#LTR/unknown	1016	575320	566.26	72	1205
TE_00004342#MITE/DTC	142	3456	24.34	1	42
TE_00004343#DNA/DTT	430	2187	5.09	0	10
TE_00004344#MITE/DTT	377	5347	14.18	7	19
TE_00004345#DNA/DTC	4653	4403689	946.42	6	3155
TE_00004346_INT#LTR/Copia	4602	415396	90.26	9	1042
TE_00004347#DNA/DTH	2727	120787	44.29	0	147
TE_00004348_INT#LTR/Copia	4554	294148	64.59	31	366
TE_00004349#DNA/DTH	898	135906	151.34	3	456
TE_00004350#DNA/Helitron	10477	558617	53.32	0	1997
TE_00004351#DNA/DTM	2550	1267775	497.17	3	1189
TE_00004352_LTR#LTR/Gypsy	822	93440	113.67	18	358
TE_00004353#DNA/Helitron	222	1134	5.11	1	8
TE_00004354_INT#LTR/Copia	1017	3169875	3116.89	0	7121
TE_00004355_INT#LTR/Copia	437	3835	8.78	0	21
TE_00004356#DNA/DTH	2364	141314	59.78	0	333
TE_00004357#DNA/DTT	1644	52581	31.98	1	177
TE_00004358_INT#LTR/unknown	296	795762	2688.39	0	5214
TE_00004359#DNA/DTT	3951	27157	6.87	0	181
